position,candidate_export_dir,three_day_overview_image_path,event_day_premarket_detail_image_path,event_day_detail_until_1600_ny_image_path,daily_context_image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_first_push_high_pct,pm_open_to_momentum_trigger_pct,prior_close_to_momentum_trigger_pct,pm_open_to_scanner_pct,prior_close_to_scanner_pct,pm_open_to_premarket_extension_high_pct,prior_close_to_premarket_extension_high_pct,pm_open_to_max_high_after_trigger_pct,scanner_to_max_high_pct,max_push_pct_after_trigger,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et,first_green_wick_dip_ts_et,first_green_wick_dip_depth_pct,first_green_wick_dip_type
400,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0400_PCSA_2025-07-09_push26.83_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0400_PCSA_2025-07-09_push26.83_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0400_PCSA_2025-07-09_push26.83_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0400_PCSA_2025-07-09_push26.83_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0400_PCSA_2025-07-09_push26.83_rebreak\05_daily_context.png,das_scanner_appearance:PCSA:2025-07-09T13:02:00+00:00,PCSA,2025-07-09,26.8335,26.8335,,,24.3313,35.9433962264151,30.716134598792067,42.9245283018868,30.7161,5.1353,5.1353,rebreak_confirmed,4.7959,single_candle_rebreak,2025-07-09 09:04:00 EDT,2025-07-09 09:08:00 EDT,0.4853,green_wick_dip_reactivation
401,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0401_SNGX_2025-08-04_push26.81_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0401_SNGX_2025-08-04_push26.81_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0401_SNGX_2025-08-04_push26.81_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0401_SNGX_2025-08-04_push26.81_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0401_SNGX_2025-08-04_push26.81_rebreak\05_daily_context.png,das_scanner_appearance:SNGX:2025-08-04T12:00:00+00:00,SNGX,2025-08-04,26.8116,26.8116,53.98550724637682,56.249999999999986,0.7246,2.205882352941162,61.59420289855073,63.9705882352941,61.5942,60.4317,60.4317,rebreak_confirmed,8.2886,single_candle_rebreak,2025-08-04 08:24:00 EDT,2025-08-04 08:26:00 EDT,4.0123,green_wick_dip_new_high
402,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0402_AZI_2025-12-22_push26.81_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0402_AZI_2025-12-22_push26.81_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0402_AZI_2025-12-22_push26.81_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0402_AZI_2025-12-22_push26.81_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0402_AZI_2025-12-22_push26.81_rebreak\05_daily_context.png,das_scanner_appearance:AZI:2025-12-22T09:03:00+00:00,AZI,2025-12-22,26.8072,26.8072,,,21.3855,61.847389558232926,44.57831325301205,92.77108433734938,44.5783,19.1067,19.1067,rebreak_confirmed,5.9382,single_candle_rebreak,2025-12-22 04:05:00 EST,2025-12-22 04:07:00 EST,1.2315,green_wick_dip_reactivation
403,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0403_SABR_2026-02-18_push26.80_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0403_SABR_2026-02-18_push26.80_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0403_SABR_2026-02-18_push26.80_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0403_SABR_2026-02-18_push26.80_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0403_SABR_2026-02-18_push26.80_rebreak\05_daily_context.png,das_scanner_appearance:SABR:2026-02-18T13:40:00+00:00,SABR,2026-02-18,26.8041,26.8041,,,17.5258,19.89903239377366,39.17525773195877,41.98569625578462,39.1753,18.4211,18.4211,rebreak_confirmed,3.252,flat_shelf_break,2026-02-18 08:55:00 EST,2026-02-18 08:56:00 EST,0.7841,green_wick_dip_new_high
404,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0404_BMR_2024-07-29_push26.80_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0404_BMR_2024-07-29_push26.80_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0404_BMR_2024-07-29_push26.80_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0404_BMR_2024-07-29_push26.80_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0404_BMR_2024-07-29_push26.80_rebreak\05_daily_context.png,das_scanner_appearance:BMR:2024-07-29T11:54:00+00:00,BMR,2024-07-29,26.8041,26.8041,,,22.8866,23.395445134575567,28.247422680412377,28.778467908902684,28.2474,4.3624,4.3624,rebreak_confirmed,7.9675,single_candle_rebreak,2024-07-29 07:57:00 EDT,2024-07-29 07:58:00 EDT,0.681,green_wick_dip_new_high
405,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0405_BURU_2025-06-27_push26.80_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0405_BURU_2025-06-27_push26.80_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0405_BURU_2025-06-27_push26.80_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0405_BURU_2025-06-27_push26.80_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0405_BURU_2025-06-27_push26.80_rebreak\05_daily_context.png,das_scanner_appearance:BURU:2025-06-27T12:36:00+00:00,BURU,2025-06-27,26.7959,26.7959,,,9.4969,10.310328300982501,49.5302093244529,50.641025641025635,49.5302,36.5611,36.5611,rebreak_confirmed,9.8959,single_candle_rebreak,2025-06-27 08:43:00 EDT,2025-06-27 08:48:00 EDT,0.6065,green_wick_dip_reactivation
406,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0406_GXAI_2026-03-03_push26.79_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0406_GXAI_2026-03-03_push26.79_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0406_GXAI_2026-03-03_push26.79_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0406_GXAI_2026-03-03_push26.79_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0406_GXAI_2026-03-03_push26.79_rebreak\05_daily_context.png,das_scanner_appearance:GXAI:2026-03-03T12:47:00+00:00,GXAI,2026-03-03,26.7857,26.7857,,,21.4286,18.26086956521741,33.928571428571416,30.43478260869566,33.9286,10.2941,10.2941,rebreak_confirmed,8.5211,single_candle_rebreak,2026-03-03 07:49:00 EST,2026-03-03 07:50:00 EST,1.4184,green_wick_dip_new_high
407,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0407_BTCS_2024-11-14_push26.77_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0407_BTCS_2024-11-14_push26.77_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0407_BTCS_2024-11-14_push26.77_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0407_BTCS_2024-11-14_push26.77_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0407_BTCS_2024-11-14_push26.77_rebreak\05_daily_context.png,das_scanner_appearance:BTCS:2024-11-14T11:40:00+00:00,BTCS,2024-11-14,26.7699,26.7699,,,12.8319,23.18840579710145,35.840707964601776,48.309178743961354,35.8407,20.3922,20.3922,rebreak_confirmed,5.7592,vwap_reclaim_rebreak,2024-11-14 06:54:00 EST,2024-11-14 06:55:00 EST,2.0583,green_wick_dip_new_high
408,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0408_LOBO_2025-08-05_push26.70_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0408_LOBO_2025-08-05_push26.70_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0408_LOBO_2025-08-05_push26.70_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0408_LOBO_2025-08-05_push26.70_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0408_LOBO_2025-08-05_push26.70_rebreak\05_daily_context.png,das_scanner_appearance:LOBO:2025-08-05T12:39:00+00:00,LOBO,2025-08-05,26.7026,26.7026,54.7779273216689,55.42640897418569,10.996,11.461008244357345,54.7779273216689,55.42640897418569,54.7779,39.4446,39.4446,rebreak_confirmed,7.1914,last_red_high_break,2025-08-05 08:45:00 EDT,2025-08-05 08:48:00 EDT,0.5607,green_wick_dip_new_high
409,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0409_WAI_2025-10-10_push26.65_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0409_WAI_2025-10-10_push26.65_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0409_WAI_2025-10-10_push26.65_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0409_WAI_2025-10-10_push26.65_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0409_WAI_2025-10-10_push26.65_rebreak\05_daily_context.png,das_scanner_appearance:WAI:2025-10-10T10:23:00+00:00,WAI,2025-10-10,26.6497,26.6497,,,0.0,28.75816993464052,29.187817258883246,66.33986928104575,29.1878,29.1878,29.1878,rebreak_confirmed,21.6433,vwap_reclaim_rebreak,2025-10-10 06:41:00 EDT,2025-10-10 06:45:00 EDT,1.1161,green_wick_dip_new_high
410,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0410_IPSC_2025-11-03_push26.64_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0410_IPSC_2025-11-03_push26.64_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0410_IPSC_2025-11-03_push26.64_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0410_IPSC_2025-11-03_push26.64_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0410_IPSC_2025-11-03_push26.64_rebreak\05_daily_context.png,das_scanner_appearance:IPSC:2025-11-03T10:36:00+00:00,IPSC,2025-11-03,26.6378,26.6378,,,11.852,15.649775939331262,27.77129521586931,32.10961737331953,27.7713,14.2325,14.2325,rebreak_confirmed,12.6497,single_candle_rebreak,2025-11-03 05:38:00 EST,2025-11-03 05:40:00 EST,0.4225,green_wick_dip_reactivation
411,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0411_LAES_2025-01-14_push26.62_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0411_LAES_2025-01-14_push26.62_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0411_LAES_2025-01-14_push26.62_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0411_LAES_2025-01-14_push26.62_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0411_LAES_2025-01-14_push26.62_rebreak\05_daily_context.png,das_scanner_appearance:LAES:2025-01-14T09:01:00+00:00,LAES,2025-01-14,26.6234,26.6234,,,3.8961,-4.469056930471377,31.493506493506484,20.90634982237215,31.4935,26.5625,26.5625,rebreak_confirmed,6.6667,flat_shelf_break,2025-01-14 04:24:00 EST,2025-01-14 04:26:00 EST,1.6518,green_wick_dip_reactivation
412,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0412_AIRE_2025-10-22_push26.54_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0412_AIRE_2025-10-22_push26.54_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0412_AIRE_2025-10-22_push26.54_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0412_AIRE_2025-10-22_push26.54_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0412_AIRE_2025-10-22_push26.54_rebreak\05_daily_context.png,das_scanner_appearance:AIRE:2025-10-22T08:03:00+00:00,AIRE,2025-10-22,26.5386,26.5386,55.29736569653746,85.7712948947296,-1.9901,17.242328333562675,59.898769124583,91.27562955827713,59.8988,63.1455,63.1455,rebreak_confirmed,5.4545,vwap_reclaim_rebreak,2025-10-22 05:23:00 EDT,2025-10-22 05:29:00 EDT,0.9434,green_wick_dip_new_high
413,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0413_CARM_2025-09-02_push26.53_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0413_CARM_2025-09-02_push26.53_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0413_CARM_2025-09-02_push26.53_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0413_CARM_2025-09-02_push26.53_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0413_CARM_2025-09-02_push26.53_rebreak\05_daily_context.png,das_scanner_appearance:CARM:2025-09-02T08:00:00+00:00,CARM,2025-09-02,26.5341,26.5341,,,12.1244,,31.125687685146,,31.1257,16.9466,16.9466,rebreak_confirmed,3.6622,multi_candle_flag_break,2025-09-02 09:01:00 EDT,2025-09-02 09:09:00 EDT,0.2173,green_wick_dip_new_high
414,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0414_OVID_2025-10-03_push26.51_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0414_OVID_2025-10-03_push26.51_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0414_OVID_2025-10-03_push26.51_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0414_OVID_2025-10-03_push26.51_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0414_OVID_2025-10-03_push26.51_rebreak\05_daily_context.png,das_scanner_appearance:OVID:2025-10-03T11:05:00+00:00,OVID,2025-10-03,26.506,26.506,,,16.8675,18.654434250764524,45.18072289156628,47.40061162079511,45.1807,24.2268,24.2268,rebreak_confirmed,13.3333,single_candle_rebreak,2025-10-03 07:07:00 EDT,2025-10-03 07:08:00 EDT,3.3654,green_wick_dip_new_high
415,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0415_DVLT_2025-09-18_push26.48_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0415_DVLT_2025-09-18_push26.48_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0415_DVLT_2025-09-18_push26.48_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0415_DVLT_2025-09-18_push26.48_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0415_DVLT_2025-09-18_push26.48_rebreak\05_daily_context.png,das_scanner_appearance:DVLT:2025-09-18T11:34:00+00:00,DVLT,2025-09-18,26.4827,26.4827,,,23.0695,47.66192274179494,40.474461389494074,68.54487365669476,40.4745,14.1424,14.1424,rebreak_confirmed,5.4928,single_candle_rebreak,2025-09-18 07:36:00 EDT,2025-09-18 07:37:00 EDT,0.7946,green_wick_dip_new_high
