position,candidate_export_dir,three_day_overview_image_path,event_day_premarket_detail_image_path,event_day_detail_until_1600_ny_image_path,daily_context_image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_first_push_high_pct,pm_open_to_momentum_trigger_pct,prior_close_to_momentum_trigger_pct,pm_open_to_scanner_pct,prior_close_to_scanner_pct,pm_open_to_premarket_extension_high_pct,prior_close_to_premarket_extension_high_pct,pm_open_to_max_high_after_trigger_pct,scanner_to_max_high_pct,max_push_pct_after_trigger,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et,first_green_wick_dip_ts_et,first_green_wick_dip_depth_pct,first_green_wick_dip_type
99,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0099_CAPS_2025-08-25_push71.19_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0099_CAPS_2025-08-25_push71.19_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0099_CAPS_2025-08-25_push71.19_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0099_CAPS_2025-08-25_push71.19_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0099_CAPS_2025-08-25_push71.19_rebreak\05_daily_context.png,das_scanner_appearance:CAPS:2025-08-25T11:31:00+00:00,CAPS,2025-08-25,71.1864,71.1864,52.542372881355945,66.66666666666666,43.2203,56.48148148148147,81.35593220338984,98.14814814814815,81.3559,26.6272,26.6272,rebreak_confirmed,9.4059,vwap_reclaim_rebreak,2025-08-25 07:45:00 EDT,2025-08-25 07:56:00 EDT,0.5181,green_wick_dip_reactivation
100,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0100_ZVSA_2025-07-08_push70.95_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0100_ZVSA_2025-07-08_push70.95_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0100_ZVSA_2025-07-08_push70.95_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0100_ZVSA_2025-07-08_push70.95_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0100_ZVSA_2025-07-08_push70.95_rebreak\05_daily_context.png,das_scanner_appearance:ZVSA:2025-07-08T11:53:00+00:00,ZVSA,2025-07-08,70.9531,70.9531,58.85022692889561,59.01862789641073,39.1074,39.254884143571104,86.08169440242057,86.27896410722398,86.0817,33.7684,33.7684,rebreak_confirmed,19.8938,vwap_reclaim_rebreak,2025-07-08 08:02:00 EDT,2025-07-08 08:03:00 EDT,2.6572,green_wick_dip_reactivation
101,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0101_WBUY_2025-06-30_push70.25_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0101_WBUY_2025-06-30_push70.25_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0101_WBUY_2025-06-30_push70.25_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0101_WBUY_2025-06-30_push70.25_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0101_WBUY_2025-06-30_push70.25_rebreak\05_daily_context.png,das_scanner_appearance:WBUY:2025-06-30T11:04:00+00:00,WBUY,2025-06-30,70.2509,70.2509,50.358422939068106,47.30152041855403,35.3047,32.553811580462785,117.92114695340501,113.4906422276063,117.9211,61.0596,61.0596,rebreak_confirmed,26.2105,vwap_reclaim_rebreak,2025-06-30 07:09:00 EDT,2025-06-30 07:12:00 EDT,2.7611,green_wick_dip_reactivation
102,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0102_CYCC_2025-01-03_push70.04_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0102_CYCC_2025-01-03_push70.04_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0102_CYCC_2025-01-03_push70.04_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0102_CYCC_2025-01-03_push70.04_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0102_CYCC_2025-01-03_push70.04_rebreak\05_daily_context.png,das_scanner_appearance:CYCC:2025-01-03T14:01:00+00:00,CYCC,2025-01-03,70.0425,70.0425,50.01250312578145,62.13513513513513,37.5344,48.64864864864866,100.0500125031258,116.21621621621622,100.05,45.4545,45.4545,rebreak_confirmed,14.7059,vwap_reclaim_rebreak,2025-01-03 09:16:00 EST,2025-01-03 09:17:00 EST,1.9207,green_wick_dip_reactivation
103,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0103_SPHL_2026-01-15_push69.83_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0103_SPHL_2026-01-15_push69.83_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0103_SPHL_2026-01-15_push69.83_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0103_SPHL_2026-01-15_push69.83_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0103_SPHL_2026-01-15_push69.83_rebreak\05_daily_context.png,das_scanner_appearance:SPHL:2026-01-15T12:02:00+00:00,SPHL,2026-01-15,69.8347,69.8347,61.98347107438017,74.22222222222223,62.3967,74.66666666666667,412.80991735537197,451.55555555555554,412.8099,215.7761,215.7761,rebreak_confirmed,22.3844,ascending_flag_break,2026-01-15 07:06:00 EST,2026-01-15 07:07:00 EST,3.163,green_wick_dip_new_high
104,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0104_PALI_2024-12-12_push69.70_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0104_PALI_2024-12-12_push69.70_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0104_PALI_2024-12-12_push69.70_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0104_PALI_2024-12-12_push69.70_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0104_PALI_2024-12-12_push69.70_rebreak\05_daily_context.png,das_scanner_appearance:PALI:2024-12-12T09:09:00+00:00,PALI,2024-12-12,69.697,69.697,53.333333333333336,80.71428571428572,50.303,77.14285714285715,118.18181818181819,157.14285714285717,118.1818,45.1613,45.1613,rebreak_confirmed,8.9286,single_candle_rebreak,2024-12-12 04:14:00 EST,2024-12-12 04:16:00 EST,2.8777,green_wick_dip_reactivation
105,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0105_LPTX_2025-06-23_push69.58_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0105_LPTX_2025-06-23_push69.58_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0105_LPTX_2025-06-23_push69.58_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0105_LPTX_2025-06-23_push69.58_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0105_LPTX_2025-06-23_push69.58_rebreak\05_daily_context.png,das_scanner_appearance:LPTX:2025-06-23T11:05:00+00:00,LPTX,2025-06-23,69.5812,69.5812,69.58124835396367,67.76967170401252,64.2349,62.48045857217303,95.60179088754282,93.51224596143827,95.6018,19.0988,19.0988,rebreak_confirmed,16.0118,last_red_high_break,2025-06-23 07:08:00 EDT,2025-06-23 07:09:00 EDT,7.6573,green_wick_dip_new_high
106,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0106_GPUS_2025-06-20_push69.54_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0106_GPUS_2025-06-20_push69.54_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0106_GPUS_2025-06-20_push69.54_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0106_GPUS_2025-06-20_push69.54_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0106_GPUS_2025-06-20_push69.54_rebreak\05_daily_context.png,das_scanner_appearance:GPUS:2025-06-20T10:39:00+00:00,GPUS,2025-06-20,69.5402,69.5402,69.54022988505749,77.710843373494,34.4828,40.963855421686745,81.60919540229887,90.36144578313254,81.6092,35.0427,35.0427,rebreak_confirmed,32.8814,ascending_flag_break,2025-06-20 06:44:00 EDT,2025-06-20 06:45:00 EDT,1.2146,green_wick_dip_new_high
107,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0107_PRSO_2026-03-06_push68.80_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0107_PRSO_2026-03-06_push68.80_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0107_PRSO_2026-03-06_push68.80_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0107_PRSO_2026-03-06_push68.80_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0107_PRSO_2026-03-06_push68.80_rebreak\05_daily_context.png,das_scanner_appearance:PRSO:2026-03-06T13:01:00+00:00,PRSO,2026-03-06,68.8009,68.8009,50.174621653085,55.178635871526524,30.5355,34.88511969204859,120.023282887078,127.35474557921327,120.0233,68.5544,68.5544,rebreak_confirmed,6.2069,single_candle_rebreak,2026-03-06 08:09:00 EST,2026-03-06 08:10:00 EST,4.7619,green_wick_dip_reactivation
108,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0108_SOAR_2025-06-12_push68.72_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0108_SOAR_2025-06-12_push68.72_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0108_SOAR_2025-06-12_push68.72_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0108_SOAR_2025-06-12_push68.72_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0108_SOAR_2025-06-12_push68.72_rebreak\05_daily_context.png,das_scanner_appearance:SOAR:2025-06-12T12:01:00+00:00,SOAR,2025-06-12,68.7204,68.7204,56.87203791469195,49.773755656108605,36.9668,30.769230769230777,100.94786729857823,91.85520361990952,100.9479,46.7128,46.7128,rebreak_confirmed,22.7528,single_candle_rebreak,2025-06-12 08:03:00 EDT,2025-06-12 08:05:00 EDT,3.3191,green_wick_dip_reactivation
109,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0109_THAR_2025-11-03_push68.58_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0109_THAR_2025-11-03_push68.58_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0109_THAR_2025-11-03_push68.58_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0109_THAR_2025-11-03_push68.58_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0109_THAR_2025-11-03_push68.58_rebreak\05_daily_context.png,das_scanner_appearance:THAR:2025-11-03T14:06:00+00:00,THAR,2025-11-03,68.5811,68.5811,63.85135135135134,64.4123529611173,44.2568,44.75066951422081,152.36486486486487,153.22892301433944,152.3649,74.9415,74.9415,rebreak_confirmed,25.0481,vwap_reclaim_rebreak,2025-11-03 09:15:00 EST,2025-11-03 09:16:00 EST,0.2227,green_wick_dip_new_high
110,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0110_CYN_2025-06-26_push68.21_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0110_CYN_2025-06-26_push68.21_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0110_CYN_2025-06-26_push68.21_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0110_CYN_2025-06-26_push68.21_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0110_CYN_2025-06-26_push68.21_rebreak\05_daily_context.png,das_scanner_appearance:CYN:2025-06-26T11:06:00+00:00,CYN,2025-06-26,68.207,68.207,68.20702402957485,81.63672654690619,59.8891,72.65469061876249,210.35120147874306,235.12974051896208,210.3512,94.104,94.104,rebreak_confirmed,9.1209,vwap_reclaim_rebreak,2025-06-26 07:15:00 EDT,2025-06-26 07:18:00 EDT,0.1115,green_wick_dip_reactivation
111,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0111_AIM_2026-02-05_push67.57_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0111_AIM_2026-02-05_push67.57_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0111_AIM_2026-02-05_push67.57_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0111_AIM_2026-02-05_push67.57_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0111_AIM_2026-02-05_push67.57_rebreak\05_daily_context.png,das_scanner_appearance:AIM:2026-02-05T13:44:00+00:00,AIM,2026-02-05,67.5676,67.5676,50.45045045045043,58.29383886255924,16.2162,22.274881516587687,71.17117117117114,80.09478672985783,71.1712,47.2868,47.2868,rebreak_confirmed,12.3656,single_candle_rebreak,2026-02-05 08:57:00 EST,2026-02-05 09:00:00 EST,3.4041,green_wick_dip_new_high
112,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0112_ONMD_2024-05-23_push67.33_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0112_ONMD_2024-05-23_push67.33_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0112_ONMD_2024-05-23_push67.33_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0112_ONMD_2024-05-23_push67.33_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0112_ONMD_2024-05-23_push67.33_rebreak\05_daily_context.png,das_scanner_appearance:ONMD:2024-05-23T11:08:00+00:00,ONMD,2024-05-23,67.3347,67.3347,56.312625250501,59.18367346938776,49.9399,52.69387755102041,230.66132264529054,236.73469387755102,230.6613,120.5293,120.5293,rebreak_confirmed,16.1677,vwap_reclaim_rebreak,2024-05-23 07:42:00 EDT,2024-05-23 07:44:00 EDT,3.3376,green_wick_dip_reactivation
113,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0113_VRAX_2024-06-06_push67.27_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0113_VRAX_2024-06-06_push67.27_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0113_VRAX_2024-06-06_push67.27_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0113_VRAX_2024-06-06_push67.27_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0113_VRAX_2024-06-06_push67.27_rebreak\05_daily_context.png,das_scanner_appearance:VRAX:2024-06-06T08:08:00+00:00,VRAX,2024-06-06,67.2727,67.2727,67.27272727272727,157.94392523364482,27.8788,97.19626168224296,120.0,239.25233644859807,120.0,72.0379,72.0379,rebreak_confirmed,18.4783,single_candle_rebreak,2024-06-06 04:11:00 EDT,2024-06-06 04:14:00 EDT,0.6873,green_wick_dip_new_high
114,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0114_FLYX_2026-01-08_push65.98_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0114_FLYX_2026-01-08_push65.98_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0114_FLYX_2026-01-08_push65.98_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0114_FLYX_2026-01-08_push65.98_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0114_FLYX_2026-01-08_push65.98_rebreak\05_daily_context.png,das_scanner_appearance:FLYX:2026-01-08T13:15:00+00:00,FLYX,2026-01-08,65.9763,65.9763,51.18343195266274,55.31914893617022,36.3905,40.121580547112465,107.98816568047339,113.67781155015197,107.9882,52.4946,52.4946,rebreak_confirmed,6.7736,single_candle_rebreak,2026-01-08 08:20:00 EST,2026-01-08 08:21:00 EST,0.4941,green_wick_dip_new_high
