date,ticker,side,entry_time,exit_time,entry_price,exit_price,shares,pnl,commissions
2024-02-04,VVPR,long,12:35:47,12:41:07,5.76,5.9522,100,19.22,0.0024
2024-02-04,VVPR,long,12:41:24,13:53:35,6.8488,6.875,2486,65.21,0.071
2024-02-04,VVPR,long,14:03:24,14:03:34,6.25,6.25,70,0.0,0.002
2024-02-04,VVPR,short,14:37:47,15:14:25,6.4307,6.4913,290,-17.59,0.0082
2024-02-04,VVPR,long,15:14:25,15:18:42,6.3495,6.1159,808,-188.75,0.023
2024-02-04,VVPR,short,15:22:46,15:58:11,6.0481,5.9609,260,22.66,0.0069
2024-03-04,HSDT,long,07:49:20,08:02:49,7.74,7.795,100,5.5,0.0029
2024-03-04,VVPR,short,08:19:08,08:26:59,6.5885,6.8913,200,-60.55,0.0056
2024-03-04,VVPR,long,08:28:06,08:43:53,6.987,7.1096,500,61.31,0.0142
2024-03-04,VVPR,long,08:48:21,10:23:19,8.459,8.4704,2375,27.06,0.0667
2024-03-04,CXAI,short,09:05:36,11:43:12,5.2783,5.2535,540,13.4,0.0145
2024-03-04,ABIO,short,10:11:47,10:48:38,3.7117,3.5599,345,52.39,0.0092
2024-03-04,VVPR,short,10:42:26,14:26:42,7.7078,7.4165,180,52.43,0.0051
2024-03-04,BROG,long,10:55:52,11:00:49,5.7533,5.9531,210,41.95,0.0061
2024-03-04,BROG,long,11:07:55,11:11:17,5.7791,5.6195,340,-54.28,0.0096
2024-03-04,BROG,long,11:12:09,11:15:11,4.9706,4.6785,470,-137.3,0.0132
2024-03-04,BROG,short,11:18:18,11:57:06,4.3123,3.9349,130,49.06,0.0031
2024-03-04,BROG,short,12:39:52,15:18:23,2.5238,2.4323,208,19.03,0.0057
2024-03-04,BROG,short,15:18:54,15:19:30,1.97,1.96,1,0.01,0.0
2024-03-04,CGC,short,15:45:14,15:59:41,10.89,10.7838,70,7.43,0.002
2024-04-04,CADL,short,08:10:19,08:10:57,2.3657,2.5343,350,-59.0,0.0097
2024-04-04,CADL,long,08:10:57,08:11:20,2.5,2.52,50,1.0,0.0015
2024-04-04,CADL,long,08:11:51,08:12:42,2.3781,2.3245,680,-36.51,0.019
2024-04-04,CADL,short,08:12:42,08:21:13,2.4151,2.2978,299,35.09,0.0086
2024-04-04,TCBP,long,08:40:08,08:49:31,2.2671,2.3048,1670,62.96,0.0468
2024-04-04,TVGN,short,08:50:52,09:16:14,5.0767,4.9113,210,34.72,0.0061
2024-04-04,TCBP,long,08:59:02,09:01:26,2.12,2.1467,150,4.0,0.0042
2024-04-04,HWH,short,09:30:46,13:25:59,2.506,2.2306,125,34.42,0.0035
2024-04-04,TCBP,short,09:31:21,09:32:03,2.4167,2.68,150,-39.5,0.0042
2024-04-04,TCBP,long,09:32:55,10:08:28,2.7983,2.8047,2165,13.96,0.0614
2024-04-04,TVGN,short,09:39:29,09:47:02,4.51,4.2278,50,14.11,0.0012
2024-04-04,CADL,short,09:39:48,11:04:09,2.3906,2.3415,550,26.96,0.0149
2024-04-04,TCBP,short,10:08:32,10:25:19,2.556,2.4907,150,9.8,0.0043
2024-04-04,CGC,short,10:37:18,11:12:52,10.854,10.7656,265,23.41,0.0074
2024-04-04,CADL,short,11:04:47,11:07:48,2.61,2.6014,140,1.2,0.0039
2024-04-04,VVPR,short,11:17:31,12:33:36,6.84,6.5271,70,21.9,0.002
2024-04-04,CGC,short,11:17:55,11:18:07,10.9,10.89,20,0.2,0.0005
2024-04-04,CGC,short,11:48:27,12:24:28,11.0796,10.9211,230,36.45,0.0063
2024-04-04,CADL,long,12:02:21,12:22:48,2.793,2.824,870,26.94,0.0241
2024-04-04,CADL,long,12:56:04,13:24:26,3.1278,3.2262,153,15.05,0.004
2024-04-04,CADL,long,13:27:00,14:26:25,3.3789,3.4339,450,24.77,0.0121
2024-04-04,CADL,long,14:27:21,15:46:49,5.0297,5.0728,2525,108.86,0.0707
2024-04-04,CADL,long,15:47:18,15:50:06,6.215,6.2824,140,9.43,0.0036
2024-04-04,CADL,long,16:00:47,16:01:58,6.36,6.275,50,-4.25,0.0015
2024-04-04,CADL,long,17:31:05,17:37:41,9.73,9.8706,50,7.03,0.0014
2024-05-04,CADL,short,07:09:55,08:13:50,8.3487,8.0664,155,43.76,0.004
2024-05-04,CADL,short,08:14:59,10:07:00,6.7253,6.783,395,-22.78,0.011
2024-05-04,GCTS,long,08:16:46,08:28:09,10.3025,10.4687,440,73.14,0.0124
2024-05-04,GCTS,long,08:30:29,08:56:41,10.8497,10.9054,365,20.31,0.0098
2024-05-04,GCTS,long,09:03:18,09:13:18,11.4164,11.538,165,20.07,0.0044
2024-05-04,GCTS,long,09:13:43,09:14:20,11.905,11.9866,50,4.08,0.0014
2024-05-04,GCTS,long,09:22:05,09:25:01,10.9271,10.9993,70,5.05,0.0018
2024-05-04,MDIA,short,09:31:59,09:40:22,2.9642,3.2711,260,-79.8,0.0073
2024-05-04,HUBC,short,09:37:40,09:45:16,1.6771,1.6516,170,4.33,0.0048
2024-05-04,MDIA,long,09:42:36,09:44:05,3.405,3.464,200,11.81,0.0057
2024-05-04,GCTS,short,09:42:43,10:11:33,9.115,8.3743,60,44.44,0.0014
2024-05-04,MDIA,short,09:44:05,09:44:12,3.49,3.5457,7,-0.39,0.0002
2024-05-04,MDIA,long,09:45:25,09:49:09,3.302,3.3424,125,5.05,0.0036
2024-05-04,MDIA,long,09:51:25,09:58:19,3.4974,3.5126,434,6.59,0.0118
2024-05-04,MDIA,short,09:58:19,09:58:54,3.84,3.83,13,0.13,0.0004
2024-05-04,MDIA,long,10:07:14,10:54:56,4.2724,4.3324,1741,104.43,0.0489
2024-05-04,CADL,long,10:14:32,10:15:46,6.92,7.1152,93,18.15,0.0026
2024-05-04,CADL,long,10:35:36,10:40:12,7.0287,7.0458,318,5.42,0.0089
2024-05-04,GCTS,short,10:45:35,11:03:57,9.322,8.9767,75,25.9,0.0018
2024-05-04,MDIA,long,10:56:05,11:30:16,5.4875,5.3948,2770,-256.94,0.0783
2024-05-04,CADL,long,11:22:29,11:23:58,8.19,8.335,100,14.5,0.0028
2024-05-04,CADL,long,11:28:44,11:29:48,8.27,8.2175,250,-13.13,0.007
2024-05-04,MDIA,long,11:32:59,11:37:55,5.214,5.2677,250,13.43,0.0072
2024-05-04,CADL,long,11:41:01,11:50:38,10.0735,10.1226,925,45.39,0.0254
2024-05-04,CADL,long,11:52:32,11:52:53,9.4647,9.58,100,11.53,0.0029
