ticker,date,total_volume,short_volume,exempt_volume,non_exempt_volume,short_volume_ratio,nyse_short_volume,nyse_short_volume_exempt,nasdaq_carteret_short_volume,nasdaq_carteret_short_volume_exempt,nasdaq_chicago_short_volume,nasdaq_chicago_short_volume_exempt,adf_short_volume,adf_short_volume_exempt,orf_short_volume,orf_short_volume_exempt
CPS,2018-08-10,18207.0,6660.0,0.0,6660.0,36.58,2324.0,0.0,6610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,18207.0,6660.0,0.0,6660.0,36.58,2324.0,0.0,7612.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,26264.0,9936.0,68.0,9868.0,37.83,50.0,0.0,6610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,26264.0,9936.0,68.0,9868.0,37.83,50.0,0.0,7612.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,26264.0,9936.0,68.0,9868.0,37.83,2324.0,0.0,6610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,26264.0,9936.0,68.0,9868.0,37.83,2324.0,0.0,7612.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,17938.0,8090.0,0.0,8090.0,45.1,18.0,0.0,8072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,17938.0,8090.0,0.0,8090.0,45.1,18.0,0.0,6460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,17938.0,8090.0,0.0,8090.0,45.1,304.0,0.0,8072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,17938.0,8090.0,0.0,8090.0,45.1,304.0,0.0,6460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,22776.0,6764.0,0.0,6764.0,29.7,18.0,0.0,8072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,22776.0,6764.0,0.0,6764.0,29.7,18.0,0.0,6460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,22776.0,6764.0,0.0,6764.0,29.7,304.0,0.0,8072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-13,22776.0,6764.0,0.0,6764.0,29.7,304.0,0.0,6460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,24956.0,13468.0,0.0,13468.0,53.97,100.0,0.0,13368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,24956.0,13468.0,0.0,13468.0,53.97,100.0,0.0,10154.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,24956.0,13468.0,0.0,13468.0,53.97,3228.0,0.0,13368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,24956.0,13468.0,0.0,13468.0,53.97,3228.0,0.0,10154.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,29355.0,13382.0,500.0,12882.0,45.59,100.0,0.0,13368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,29355.0,13382.0,500.0,12882.0,45.59,100.0,0.0,10154.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,29355.0,13382.0,500.0,12882.0,45.59,3228.0,0.0,13368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-14,29355.0,13382.0,500.0,12882.0,45.59,3228.0,0.0,10154.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,18710.0,11509.0,0.0,11509.0,61.51,257.0,0.0,11252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,18710.0,11509.0,0.0,11509.0,61.51,257.0,0.0,6752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,18710.0,11509.0,0.0,11509.0,61.51,4118.0,0.0,11252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,18710.0,11509.0,0.0,11509.0,61.51,4118.0,0.0,6752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
