ticker,year_files,rows,split_non1_rows,div_non1_rows,adj_non1_rows,activation_profile
LINU,2,263,0,0,0,neutral_control
LION,21,4244,0,0,0,neutral_control
LIOX,13,3060,0,0,0,neutral_control
LITE,12,2663,0,0,0,neutral_control
LITS,2,122,0,0,0,neutral_control
LITT,3,353,0,0,0,neutral_control
LIVB,2,239,0,0,0,neutral_control
LIVK,2,257,0,0,0,neutral_control
LIVN,12,2610,0,0,0,neutral_control
LIVX,4,912,0,0,0,neutral_control
LIZ,8,1855,0,0,0,neutral_control
LJAQ,2,325,0,0,0,neutral_control
LKFN,22,5327,0,0,0,neutral_control
LKI,5,1094,0,0,0,neutral_control
LKQ,15,3467,0,0,0,neutral_control
LKSP,2,55,0,0,0,neutral_control
LL,18,4215,0,0,0,neutral_control
LLAP,3,652,0,0,0,neutral_control
LLEX,8,1450,0,0,0,neutral_control
LLIT,6,1054,0,0,0,neutral_control
LLL,17,3896,0,0,0,neutral_control
LLNW,16,3783,0,0,0,neutral_control
LLTC,13,3068,0,0,0,neutral_control
LLY,22,5327,0,0,0,neutral_control
LLYVA,4,649,0,0,0,neutral_control
LLYVK,4,649,0,0,0,neutral_control
LM,16,3922,0,0,0,neutral_control
LMACA,2,433,0,0,0,neutral_control
LMAT,21,4825,0,0,0,neutral_control
LMB,11,2334,0,0,0,neutral_control
LMC,4,607,0,0,0,neutral_control
LMC.B,2,319,0,0,0,neutral_control
LMDX,4,572,0,0,0,neutral_control
LMIA,13,3142,0,0,0,neutral_control
LMND,7,1426,0,0,0,neutral_control
LMNL,5,962,0,0,0,neutral_control
LMNX,19,4257,0,0,0,neutral_control
LMOS,7,1522,0,0,0,neutral_control
LMRI,2,58,0,0,0,neutral_control
LMS,3,716,0,0,0,neutral_control
LMST,6,1128,0,0,0,neutral_control
LMT,22,5327,0,0,0,neutral_control
LN,5,1122,0,0,0,neutral_control
LNAI,2,108,0,0,0,neutral_control
LNC,22,5327,0,0,0,neutral_control
LNCE,14,3329,0,0,0,neutral_control
LND,17,3366,0,0,0,neutral_control
LNDC,18,4499,0,0,0,neutral_control
LNFA,2,375,0,0,0,neutral_control
LNG,22,5327,0,0,0,neutral_control
LNKD,6,1399,0,0,0,neutral_control
LNKS,3,312,0,0,0,neutral_control
LNN,22,5327,0,0,0,neutral_control
LNR,1,23,0,0,0,neutral_control
LNSR,7,1362,0,0,0,neutral_control
LNT,22,5327,0,0,0,neutral_control
LNTH,12,2690,0,0,0,neutral_control
LNV,1,121,0,0,0,neutral_control
LNW,4,889,0,0,0,neutral_control
LNX,4,620,0,0,0,neutral_control
LNY,6,1451,0,0,0,neutral_control
LO,8,1764,0,0,0,neutral_control
LOAC,4,243,0,0,0,neutral_control
LOAK,1,145,0,0,0,neutral_control
LOAR,3,467,0,0,0,neutral_control
LOB,12,2671,0,0,0,neutral_control
LOBO,3,491,0,0,0,neutral_control
LOCC,3,411,0,0,0,neutral_control
LOCK,6,1094,0,0,0,neutral_control
LOGC,15,2825,0,0,0,neutral_control
LOGI,22,5327,0,0,0,neutral_control
LOGM,12,2811,0,0,0,neutral_control
LOKB,1,187,0,0,0,neutral_control
LOKM,3,370,0,0,0,neutral_control
LOKV,2,201,0,0,0,neutral_control
LOMA,10,2096,0,0,0,neutral_control
LON,4,638,0,0,0,neutral_control
LONA,1,38,0,0,0,neutral_control
LONE,5,1076,0,0,0,neutral_control
LOOP,17,3569,0,0,0,neutral_control
LOPE,19,4348,0,0,0,neutral_control
LOR,15,3634,0,0,0,neutral_control
LORL,17,4015,0,0,0,neutral_control
LOTZ,2,475,0,0,0,neutral_control
LOV,18,4309,0,0,0,neutral_control
LOVE,9,1933,0,0,0,neutral_control
LOW,22,5327,0,0,0,neutral_control
LOXO,6,1143,0,0,0,neutral_control
LPA,6,980,0,0,0,neutral_control
LPAA,3,327,0,0,0,neutral_control
LPBB,3,224,0,0,0,neutral_control
LPCV,1,15,0,0,0,neutral_control
LPG,13,2975,0,0,0,neutral_control
LPH,4,618,0,0,0,neutral_control
LPI,13,2783,0,0,0,neutral_control
LPL,22,5327,0,0,0,neutral_control
LPLA,17,3846,0,0,0,neutral_control
LPNT,14,3494,0,0,0,neutral_control
LPR,3,579,0,0,0,neutral_control
LPRO,7,1441,0,0,0,neutral_control
LPS,7,1385,0,0,0,neutral_control
LPT,7,1493,0,0,0,neutral_control
LPTH,22,5264,0,0,0,neutral_control
LPX,22,5327,0,0,0,neutral_control
LQ,8,1446,0,0,0,neutral_control
LQDA,9,1913,0,0,0,neutral_control
LQDT,21,5040,0,0,0,neutral_control
LQI,2,268,0,0,0,neutral_control
LQU,4,774,0,0,0,neutral_control
LR,3,685,0,0,0,neutral_control
LRCX,22,5327,0,0,0,neutral_control
LRE,9,1559,0,0,0,neutral_control
LRMR,7,1450,0,0,0,neutral_control
LRN,20,4585,0,0,0,neutral_control
LRP,4,953,0,0,0,neutral_control
LRT,5,1230,0,0,0,neutral_control
LRW,3,745,0,0,0,neutral_control
LSAC,1,119,0,0,0,neutral_control
LSAK,5,948,0,0,0,neutral_control
LSAQ,2,220,0,0,0,neutral_control
LSBG,3,408,0,0,0,neutral_control
LSBK,21,3367,0,0,0,neutral_control
LSCC,22,5327,0,0,0,neutral_control
LSEA,5,1119,0,0,0,neutral_control
LSF,7,1369,0,0,0,neutral_control
LSG,6,1175,0,0,0,neutral_control
LSH,3,421,0,0,0,neutral_control
LSI,18,4094,0,0,0,neutral_control
LSPD,7,1377,0,0,0,neutral_control
LSR,4,730,0,0,0,neutral_control
LSS,3,616,0,0,0,neutral_control
LSTA,5,870,0,0,0,neutral_control
LSTR,22,5327,0,0,0,neutral_control
LSXMA,9,2113,0,0,0,neutral_control
LSXMB,9,594,0,0,0,neutral_control
LSXMK,9,2113,0,0,0,neutral_control
LTC,22,5327,0,0,0,neutral_control
LTCH,6,1183,0,0,0,neutral_control
LTD,9,2244,0,0,0,neutral_control
LTEA,3,362,0,0,0,neutral_control
LTH,6,1107,0,0,0,neutral_control
LTHM,7,1315,0,0,0,neutral_control
LTM,18,3805,0,0,0,neutral_control
LTN,2,140,0,0,0,neutral_control
LTRN,7,1441,0,0,0,neutral_control
LTRPA,12,2681,0,0,0,neutral_control
LTRPB,12,1133,0,0,0,neutral_control
LTXB,5,1217,0,0,0,neutral_control
LU,9,1825,0,0,0,neutral_control
LUB,18,4382,0,0,0,neutral_control
LUCD,6,1102,0,0,0,neutral_control
LUCK,3,307,0,0,0,neutral_control
LUD,2,253,0,0,0,neutral_control
LUK,14,3371,0,0,0,neutral_control
LULU,20,4681,0,0,0,neutral_control
LUM,4,838,0,0,0,neutral_control
LUMN,7,1372,0,0,0,neutral_control
LUMO,5,1191,0,0,0,neutral_control
LUNA,21,4955,0,0,0,neutral_control
LUNG,7,1363,0,0,0,neutral_control
LUNR,4,767,0,0,0,neutral_control
LUV,22,5327,0,0,0,neutral_control
LUX,16,3697,0,0,0,neutral_control
LUXA,3,468,0,0,0,neutral_control
LVAC,3,172,0,0,0,neutral_control
LVB,9,2193,0,0,0,neutral_control
LVGO,2,321,0,0,0,neutral_control
LVLT,13,3231,0,0,0,neutral_control
LVNTA,7,1403,0,0,0,neutral_control
LVNTB,7,199,0,0,0,neutral_control
LVOX,3,632,0,0,0,neutral_control
LVRA,3,334,0,0,0,neutral_control
LVRO,4,718,0,0,0,neutral_control
LVS,22,5327,0,0,0,neutral_control
LVTX,5,1172,0,0,0,neutral_control
LW,11,2341,0,0,0,neutral_control
LWAC,3,204,0,0,0,neutral_control
LWLG,6,1132,0,0,0,neutral_control
LXEO,4,585,0,0,0,neutral_control
LXFT,7,1502,0,0,0,neutral_control
LXK,12,2998,0,0,0,neutral_control
LXP,22,5327,0,0,0,neutral_control
LYB,17,3871,0,0,0,neutral_control
LYB.B,1,37,0,0,0,neutral_control
LYFT,8,1744,0,0,0,neutral_control
LYG,22,5327,0,0,0,neutral_control
LYL,6,1215,0,0,0,neutral_control
LYLT,3,342,0,0,0,neutral_control
LYO,3,748,0,0,0,neutral_control
LYT,4,699,0,0,0,neutral_control
LYV,22,5081,0,0,0,neutral_control
LZ,13,2866,0,0,0,neutral_control
LZB,22,5327,0,0,0,neutral_control
LZM,4,670,0,0,0,neutral_control
LZMH,2,257,0,0,0,neutral_control
LZR,4,594,0,0,0,neutral_control
M,20,4721,0,0,0,neutral_control
MA,21,4976,0,0,0,neutral_control
MAA,22,5327,0,0,0,neutral_control
MAAC,2,205,0,0,0,neutral_control
MAAS,2,211,0,0,0,neutral_control
MAB,14,3156,0,0,0,neutral_control
MAC,22,5327,0,0,0,neutral_control
MACA,4,467,0,0,0,neutral_control
MACI,3,304,0,0,0,neutral_control
MACQ,4,335,0,0,0,neutral_control
MACU,3,234,0,0,0,neutral_control
MAD,5,1128,0,0,0,neutral_control
MAF,5,1169,0,0,0,neutral_control
MAG,21,4986,0,0,0,neutral_control
MAGH,1,81,0,0,0,neutral_control
MAGN,3,333,0,0,0,neutral_control
MAGS,21,4756,0,0,0,neutral_control
MAIA,5,905,0,0,0,neutral_control
MAIN,22,5004,0,0,0,neutral_control
MAM,6,1449,0,0,0,neutral_control
MAMA,7,1271,0,0,0,neutral_control
MAMK,1,94,0,0,0,neutral_control
MAMO,3,482,0,0,0,neutral_control
MAMS,7,1492,0,0,0,neutral_control
MAN,22,5327,0,0,0,neutral_control
MANE,1,22,0,0,0,neutral_control
MANH,22,5327,0,0,0,neutral_control
MANT,18,4455,0,0,0,neutral_control
MANU,17,3790,0,0,0,neutral_control
MAPS,9,1763,0,0,0,neutral_control
MAQC,5,611,0,0,0,neutral_control
MAR,22,5327,0,0,0,neutral_control
MARA,13,2920,0,0,0,neutral_control
MARPS,22,5148,0,0,0,neutral_control
MARX,3,295,0,0,0,neutral_control
MAS,22,5327,0,0,0,neutral_control
MASI,20,4674,0,0,0,neutral_control
MASS,7,1308,0,0,0,neutral_control
MAT,22,5327,0,0,0,neutral_control
MATN,1,120,0,0,0,neutral_control
MATR,12,2650,0,0,0,neutral_control
MATX,15,3439,0,0,0,neutral_control
MAV,21,5193,0,0,0,neutral_control
MAX,8,1515,0,0,0,neutral_control
MAXNV,1,1,0,0,0,neutral_control
MAXR,7,1399,0,0,0,neutral_control
MAY,7,1464,0,0,0,neutral_control
MAYA,1,131,0,0,0,neutral_control
MAYS,22,1993,0,0,0,neutral_control
MAZE,2,275,0,0,0,neutral_control
MB,7,1134,0,0,0,neutral_control
MBA,6,970,0,0,0,neutral_control
MBAC,3,567,0,0,0,neutral_control
MBAI,2,67,0,0,0,neutral_control
MBAV,3,316,0,0,0,neutral_control
MBBC,6,442,0,0,0,neutral_control
MBC,11,1597,0,0,0,neutral_control
MBCN,13,2592,0,0,0,neutral_control
MBFI,15,3578,0,0,0,neutral_control
MBG,12,2694,0,0,0,neutral_control
MBH,3,308,0,0,0,neutral_control
MBH.U,3,180,0,0,0,neutral_control
MBII,10,2251,0,0,0,neutral_control
MBIN,10,2099,0,0,0,neutral_control
MBINL,3,319,0,0,0,neutral_control
MBINM,5,862,0,0,0,neutral_control
MBINO,7,1349,0,0,0,neutral_control
MBLX,12,2556,0,0,0,neutral_control
MBLY,9,1620,0,0,0,neutral_control
MBNAA,1,37,0,0,0,neutral_control
MBNAB,1,33,0,0,0,neutral_control
MBR,7,1352,0,0,0,neutral_control
MBRG,13,2958,0,0,0,neutral_control
MBSC,3,334,0,0,0,neutral_control
MBT,18,4318,0,0,0,neutral_control
MBTC,4,376,0,0,0,neutral_control
MBTF,15,3677,0,0,0,neutral_control
MBUU,13,3042,0,0,0,neutral_control
MBVI,2,87,0,0,0,neutral_control
MBVT,13,3087,0,0,0,neutral_control
MBX,3,370,0,0,0,neutral_control
MC,17,3933,0,0,0,neutral_control
MCA,18,4348,0,0,0,neutral_control
MCAA,4,483,0,0,0,neutral_control
MCAC,5,408,0,0,0,neutral_control
MCAD,1,145,0,0,0,neutral_control
MCAE,3,225,0,0,0,neutral_control
MCAF,4,431,0,0,0,neutral_control
MCAG,5,358,0,0,0,neutral_control
MCC,12,2912,0,0,0,neutral_control
MCD,22,5327,0,0,0,neutral_control
MCEP,11,2288,0,0,0,neutral_control
MCF,17,4263,0,0,0,neutral_control
MCFE,3,340,0,0,0,neutral_control
MCGA,2,125,0,0,0,neutral_control
MCHP,22,5327,0,0,0,neutral_control
MCHPP,2,238,0,0,0,neutral_control
MCI,22,5327,0,0,0,neutral_control
MCK,22,5327,0,0,0,neutral_control
MCLD,4,580,0,0,0,neutral_control
MCM,2,426,0,0,0,neutral_control
MCMJ,4,500,0,0,0,neutral_control
MCN,22,5327,0,0,0,neutral_control
MCO,22,5327,0,0,0,neutral_control
MCOM,4,728,0,0,0,neutral_control
MCP,11,1985,0,0,0,neutral_control
MCR,22,5327,0,0,0,neutral_control
MCRI,22,5327,0,0,0,neutral_control
MCRN,5,1111,0,0,0,neutral_control
MCRP,2,251,0,0,0,neutral_control
MCTA,1,16,0,0,0,neutral_control
MCTR,1,219,0,0,0,neutral_control
MCUR,4,623,0,0,0,neutral_control
MCW,6,1179,0,0,0,neutral_control
MCY,22,5327,0,0,0,neutral_control
MCZ,13,3076,0,0,0,neutral_control
MD,18,4320,0,0,0,neutral_control
MDA,1,3,0,0,0,neutral_control
MDAI,4,623,0,0,0,neutral_control
MDB,10,2105,0,0,0,neutral_control
MDBH,4,607,0,0,0,neutral_control
MDC,20,4856,0,0,0,neutral_control
MDCO,16,3775,0,0,0,neutral_control
MDCX,3,325,0,0,0,neutral_control
MDF,8,2008,0,0,0,neutral_control
MDG,3,754,0,0,0,neutral_control
MDGL,11,2418,0,0,0,neutral_control
MDGN,6,1414,0,0,0,neutral_control
MDIA,7,1524,0,0,0,neutral_control
MDJH,6,1346,0,0,0,neutral_control
MDLA,3,576,0,0,0,neutral_control
MDLN,2,54,0,0,0,neutral_control
MDLZ,15,3375,0,0,0,neutral_control
MDNA,4,804,0,0,0,neutral_control
MDP,17,4259,0,0,0,neutral_control
MDRX,22,5312,0,0,0,neutral_control
MDS,8,1845,0,0,0,neutral_control
MDSO,11,2604,0,0,0,neutral_control
MDSY,4,462,0,0,0,neutral_control
MDT,22,5327,0,0,0,neutral_control
MDU,22,5327,0,0,0,neutral_control
MDVX,3,700,0,0,0,neutral_control
MDW,8,1879,0,0,0,neutral_control
MDWT,4,743,0,0,0,neutral_control
MDXG,13,2736,0,0,0,neutral_control
MDZ,6,1461,0,0,0,neutral_control
MEA,11,2581,0,0,0,neutral_control
MEC,8,1716,0,0,0,neutral_control
MEDP,11,2405,0,0,0,neutral_control
MEE,7,1615,0,0,0,neutral_control
MEET,9,2077,0,0,0,neutral_control
MEG,20,4443,0,0,0,neutral_control
MEGI,6,1093,0,0,0,neutral_control
MEH,4,775,0,0,0,neutral_control
MEHA,2,83,0,0,0,neutral_control
MEJ,3,367,0,0,0,neutral_control
MEJ.U,3,268,0,0,0,neutral_control
MEKA,3,424,0,0,0,neutral_control
MEL,3,627,0,0,0,neutral_control
MELI,20,4672,0,0,0,neutral_control
MEN,17,4100,0,0,0,neutral_control
MENS,2,181,0,0,0,neutral_control
MENT,13,3082,0,0,0,neutral_control
MEOA,3,188,0,0,0,neutral_control
MEOH,22,5327,0,0,0,neutral_control
MEP,5,872,0,0,0,neutral_control
MER,4,1007,0,0,0,neutral_control
MESH,1,22,0,0,0,neutral_control
MET,22,5327,0,0,0,neutral_control
META,6,1086,0,0,0,neutral_control
METCI,2,148,0,0,0,neutral_control
METCL,5,975,0,0,0,neutral_control
METCV,1,3,0,0,0,neutral_control
METCZ,3,312,0,0,0,neutral_control
METW,2,180,0,0,0,neutral_control
METX,4,881,0,0,0,neutral_control
MEVO,1,12,0,0,0,neutral_control
MF,10,2304,0,0,0,neutral_control
MFA,22,5327,0,0,0,neutral_control
MFAC,4,451,0,0,0,neutral_control
MFB,9,2066,0,0,0,neutral_control
MFC,22,5327,0,0,0,neutral_control
MFCB,4,827,0,0,0,neutral_control
MFD,20,4963,0,0,0,neutral_control
MFE,7,1550,0,0,0,neutral_control
MFG,21,4860,0,0,0,neutral_control
MFGP,7,1361,0,0,0,neutral_control
MFH,6,1439,0,0,0,neutral_control
MFICL,4,548,0,0,0,neutral_control
MFL,18,4348,0,0,0,neutral_control
MFM,22,5327,0,0,0,neutral_control
MFN,8,1825,0,0,0,neutral_control
MFRI,13,3053,0,0,0,neutral_control
MFS,2,252,0,0,0,neutral_control
MFT,17,4092,0,0,0,neutral_control
MFV,20,4847,0,0,0,neutral_control
MFW,7,1757,0,0,0,neutral_control
MG,18,4127,0,0,0,neutral_control
MGA,22,5327,0,0,0,neutral_control
MGAM,15,3379,0,0,0,neutral_control
MGB,6,1278,0,0,0,neutral_control
MGCD,6,1251,0,0,0,neutral_control
MGEE,22,5327,0,0,0,neutral_control
MGEN,5,989,0,0,0,neutral_control
MGF,22,5327,0,0,0,neutral_control
MGG,5,995,0,0,0,neutral_control
MGH,11,2515,0,0,0,neutral_control
MGI,19,4634,0,0,0,neutral_control
MGIC,22,5316,0,0,0,neutral_control
MGIH,4,732,0,0,0,neutral_control
MGLD,5,949,0,0,0,neutral_control
MGLN,18,4281,0,0,0,neutral_control
MGM,22,5312,0,0,0,neutral_control
MGN,14,3056,0,0,0,neutral_control
MGNI,7,1427,0,0,0,neutral_control
MGNX,14,3119,0,0,0,neutral_control
MGP,10,1954,0,0,0,neutral_control
MGRC,22,5327,0,0,0,neutral_control
MGRM,8,1564,0,0,0,neutral_control
MGRT,2,162,0,0,0,neutral_control
MGS,6,1273,0,0,0,neutral_control
MGT,12,2529,0,0,0,neutral_control
MGTX,9,1946,0,0,0,neutral_control
MGU,19,4414,0,0,0,neutral_control
MGX,3,519,0,0,0,neutral_control
MGY,9,1909,0,0,0,neutral_control
MH,2,156,0,0,0,neutral_control
MHD,22,5327,0,0,0,neutral_control
MHE,17,3698,0,0,0,neutral_control
MHF,22,5327,0,0,0,neutral_control
MHFI,4,745,0,0,0,neutral_control
MHG,9,1349,0,0,0,neutral_control
MHGC,11,2719,0,0,0,neutral_control
MHI,21,5193,0,0,0,neutral_control
MHJ,6,1168,0,0,0,neutral_control
MHK,22,5327,0,0,0,neutral_control
MHL,2,503,0,0,0,neutral_control
MHM,7,767,0,0,0,neutral_control
MHN,22,5308,0,0,0,neutral_control
MHO,22,5327,0,0,0,neutral_control
MHP,9,2104,0,0,0,neutral_control
MHR,11,2154,0,0,0,neutral_control
MHS,8,1825,0,0,0,neutral_control
MHX,2,335,0,0,0,neutral_control
MHY,14,3021,0,0,0,neutral_control
MIAX,2,141,0,0,0,neutral_control
MIC,18,4417,0,0,0,neutral_control
MICC,9,1674,0,0,0,neutral_control
MICS,3,571,0,0,0,neutral_control
MICT,11,2358,0,0,0,neutral_control
MIDD,22,5327,0,0,0,neutral_control
MIE,9,2104,0,0,0,neutral_control
MIFI,3,522,0,0,0,neutral_control
MIG,18,3674,0,0,0,neutral_control
MIII,3,248,0,0,0,neutral_control
MIK,10,2173,0,0,0,neutral_control
MIL,12,2491,0,0,0,neutral_control
MILE,2,368,0,0,0,neutral_control
MILL,6,1318,0,0,0,neutral_control
MIM,8,1878,0,0,0,neutral_control
MIME,8,1635,0,0,0,neutral_control
MIMI,2,289,0,0,0,neutral_control
MIMO,4,659,0,0,0,neutral_control
MIN,22,5327,0,0,0,neutral_control
MINE,5,471,0,0,0,neutral_control
MINI,16,3900,0,0,0,neutral_control
MIO,5,1016,0,0,0,neutral_control
MIR,11,2331,0,0,0,neutral_control
MIRA,4,650,0,0,0,neutral_control
MIRM,8,1668,0,0,0,neutral_control
MIRN,3,468,0,0,0,neutral_control
MIRO,3,622,0,0,0,neutral_control
MIST,8,1713,0,0,0,neutral_control
MIT,3,444,0,0,0,neutral_control
MITA,4,516,0,0,0,neutral_control
MITK,16,3683,0,0,0,neutral_control
MITL,9,2170,0,0,0,neutral_control
MITQ,6,1171,0,0,0,neutral_control
MIW,14,3043,0,0,0,neutral_control
MIXT,12,2673,0,0,0,neutral_control
MIY,22,5327,0,0,0,neutral_control
MJCO,6,1311,0,0,0,neutral_control
MJI,11,2584,0,0,0,neutral_control
MJID,1,52,0,0,0,neutral_control
MJN,11,2345,0,0,0,neutral_control
MKC,22,5327,0,0,0,neutral_control
MKC.V,22,4645,0,0,0,neutral_control
MKDW,3,400,0,0,0,neutral_control
MKGI,4,850,0,0,0,neutral_control
MKL,22,5327,0,0,0,neutral_control
MKLY,2,88,0,0,0,neutral_control
MKSI,22,5327,0,0,0,neutral_control
MKT,1,73,0,0,0,neutral_control
MKTX,22,5327,0,0,0,neutral_control
MKUL,1,189,0,0,0,neutral_control
MKZR,3,433,0,0,0,neutral_control
ML,5,895,0,0,0,neutral_control
MLAA,1,6,0,0,0,neutral_control
MLAC,6,779,0,0,0,neutral_control
MLAI,3,196,0,0,0,neutral_control
MLB,6,699,0,0,0,neutral_control
MLCI,2,120,0,0,0,neutral_control
MLCIL,1,24,0,0,0,neutral_control
MLI,22,5327,0,0,0,neutral_control
MLKN,6,1090,0,0,0,neutral_control
MLM,22,5327,0,0,0,neutral_control
MLNK,16,3434,0,0,0,neutral_control
MLNX,14,3326,0,0,0,neutral_control
MLP,22,5315,0,0,0,neutral_control
MLS,3,565,0,0,0,neutral_control
MLSS,12,2698,0,0,0,neutral_control
MLTX,5,981,0,0,0,neutral_control
MLVF,16,3155,0,0,0,neutral_control
MLYS,4,769,0,0,0,neutral_control
MM,7,1259,0,0,0,neutral_control
MMAC,8,1715,0,0,0,neutral_control
MMD,15,3442,0,0,0,neutral_control
MMDM,3,455,0,0,0,neutral_control
MMED,1,16,0,0,0,neutral_control
MMG,6,1128,0,0,0,neutral_control
MMI,16,3452,0,0,0,neutral_control
MMM,22,5327,0,0,0,neutral_control
MMP,19,4713,0,0,0,neutral_control
MMR,9,2118,0,0,0,neutral_control
MMS,22,5327,0,0,0,neutral_control
MMSI,22,5327,0,0,0,neutral_control
MMT,22,5327,0,0,0,neutral_control
MMTX,2,32,0,0,0,neutral_control
MMU,22,5327,0,0,0,neutral_control
MMX,5,900,0,0,0,neutral_control
MMYT,17,3915,0,0,0,neutral_control
MNC,5,1047,0,0,0,neutral_control
MNCL,2,325,0,0,0,neutral_control
MNDT,2,235,0,0,0,neutral_control
MNDY,6,1190,0,0,0,neutral_control
MNE,16,3872,0,0,0,neutral_control
MNGA,8,1637,0,0,0,neutral_control
MNK,15,2798,0,0,0,neutral_control
MNLO,3,659,0,0,0,neutral_control
MNMD,6,1186,0,0,0,neutral_control
MNOV,21,4694,0,0,0,neutral_control
MNP,19,4715,0,0,0,neutral_control
MNR,17,3549,0,0,0,neutral_control
MNRL,4,932,0,0,0,neutral_control
MNS,1,47,0,0,0,neutral_control
MNST,19,4531,0,0,0,neutral_control
MNT,5,1022,0,0,0,neutral_control
MNTA,16,3964,0,0,0,neutral_control
MNTK,6,1286,0,0,0,neutral_control
MNTN,5,734,0,0,0,neutral_control
MNTV,3,494,0,0,0,neutral_control
MNTX,17,4170,0,0,0,neutral_control
MNY,4,600,0,0,0,neutral_control
MO,22,5327,0,0,0,neutral_control
MOBL,7,1630,0,0,0,neutral_control
MOBV,2,209,0,0,0,neutral_control
MOBX,4,551,0,0,0,neutral_control
MOC,13,2826,0,0,0,neutral_control
MOCO,13,3067,0,0,0,neutral_control
MOD,22,5327,0,0,0,neutral_control
MODN,12,2837,0,0,0,neutral_control
MODV,5,1165,0,0,0,neutral_control
MOG.A,22,5327,0,0,0,neutral_control
MOG.B,22,3074,0,0,0,neutral_control
MOH,22,5327,0,0,0,neutral_control
MOND,4,648,0,0,0,neutral_control
MORE,5,838,0,0,0,neutral_control
MORF,6,1293,0,0,0,neutral_control
MORN,22,5244,0,0,0,neutral_control
MOS,22,5327,0,0,0,neutral_control
MOSC,4,348,0,0,0,neutral_control
MOSC.U,4,280,0,0,0,neutral_control
MOSY,17,4271,0,0,0,neutral_control
MOT,7,1512,0,0,0,neutral_control
MOTN,2,220,0,0,0,neutral_control
MOTV,3,514,0,0,0,neutral_control
MOXC,8,1736,0,0,0,neutral_control
MP,7,1329,0,0,0,neutral_control
MPA,22,5327,0,0,0,neutral_control
MPAA,20,4566,0,0,0,neutral_control
MPAC,14,2602,0,0,0,neutral_control
MPC,17,3692,0,0,0,neutral_control
MPET,13,3048,0,0,0,neutral_control
MPG,15,2884,0,0,0,neutral_control
MPLT,2,90,0,0,0,neutral_control
MPLX,15,3357,0,0,0,neutral_control
MPO,8,1653,0,0,0,neutral_control
MPR,9,2176,0,0,0,neutral_control
MPRA,3,241,0,0,0,neutral_control
MPS,6,1270,0,0,0,neutral_control
MPSX,3,408,0,0,0,neutral_control
MPT,4,662,0,0,0,neutral_control
MPU,4,773,0,0,0,neutral_control
MPV,22,5323,0,0,0,neutral_control
MPVD,5,782,0,0,0,neutral_control
MPWR,22,5237,0,0,0,neutral_control
MPZ,2,446,0,0,0,neutral_control
MPZ.WS,2,164,0,0,0,neutral_control
MQ,6,1191,0,0,0,neutral_control
MQT,22,5317,0,0,0,neutral_control
MQY,22,5327,0,0,0,neutral_control
MR,13,2807,0,0,0,neutral_control
MRAC,1,176,0,0,0,neutral_control
MRAM,11,2365,0,0,0,neutral_control
MRC,14,3413,0,0,0,neutral_control
MRCY,22,5327,0,0,0,neutral_control
MRD,6,1142,0,0,0,neutral_control
MRDB,3,422,0,0,0,neutral_control
MRF,10,2435,0,0,0,neutral_control
MRH,11,2663,0,0,0,neutral_control
MRIC,2,154,0,0,0,neutral_control
MRK,22,5327,0,0,0,neutral_control
MRM,13,2264,0,0,0,neutral_control
MRN,4,989,0,0,0,neutral_control
MRNA,14,2698,0,0,0,neutral_control
MRNO,3,464,0,0,0,neutral_control
MRO,20,5007,0,0,0,neutral_control
MRP,6,1182,0,0,0,neutral_control
MRSH,1,36,0,0,0,neutral_control
MRTN,22,5327,0,0,0,neutral_control
MRTX,12,2648,0,0,0,neutral_control
MRUS,10,2409,0,0,0,neutral_control
MRVC,9,1977,0,0,0,neutral_control
MRVI,7,1327,0,0,0,neutral_control
MRVL,22,5327,0,0,0,neutral_control
MRX,11,2466,0,0,0,neutral_control
MS,22,5309,0,0,0,neutral_control
MSA,22,5327,0,0,0,neutral_control
MSAC,3,380,0,0,0,neutral_control
MSAI,4,553,0,0,0,neutral_control
MSC,20,3333,0,0,0,neutral_control
MSCC,14,3373,0,0,0,neutral_control
MSCI,17,3942,0,0,0,neutral_control
MSD,22,5327,0,0,0,neutral_control
MSDA,3,403,0,0,0,neutral_control
MSDI,3,395,0,0,0,neutral_control
MSDL,3,531,0,0,0,neutral_control
MSF,15,3559,0,0,0,neutral_control
MSFG,14,3333,0,0,0,neutral_control
MSFT,22,5327,0,0,0,neutral_control
MSG,11,2564,0,0,0,neutral_control
MSGE,7,1478,0,0,0,neutral_control
MSGN,7,1452,0,0,0,neutral_control
MSGS,7,1478,0,0,0,neutral_control
MSGY,2,168,0,0,0,neutral_control
MSI,20,4567,0,0,0,neutral_control
MSK,11,2507,0,0,0,neutral_control
MSLE,1,20,0,0,0,neutral_control
MSLI,7,1324,0,0,0,neutral_control
MSM,22,5327,0,0,0,neutral_control
MSO,11,2751,0,0,0,neutral_control
MSON,17,4171,0,0,0,neutral_control
MSP,17,3821,0,0,0,neutral_control
MSS,12,1639,0,0,0,neutral_control
MSSA,4,369,0,0,0,neutral_control
MSTR,22,5327,0,0,0,neutral_control
MSVB,8,1355,0,0,0,neutral_control
MSY,8,1927,0,0,0,neutral_control
MT,22,5327,0,0,0,neutral_control
MTAL,5,936,0,0,0,neutral_control
MTB,22,5327,0,0,0,neutral_control
MTBC,10,2115,0,0,0,neutral_control
MTCH,13,2650,0,0,0,neutral_control
MTCR,4,694,0,0,0,neutral_control
