run_id,market_date,ticker,symbol,status_prefix,ssr,flags_json,loose_fields,observed_at_utc,event_line_index,command,stage,raw_line
das_cmdapi_live_20260708T193719Z,2026-07-08,BJDX,BJDX,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:49:10+00:00,59,SB BJDX Lv1,candidate_subscribe,$SymStatus BJDX SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,BJDX,BJDX,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:49:16+00:00,191,GET SymStatus BJDX,candidate_static_query,$SymStatus BJDX SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""T""}",,2026-07-08T19:49:41+00:00,567,SB BJDX MINCHART 2026/07/08-14:49 2026/07/08-15:49 1,candidate_chart_query,$SymStatus TVRD TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,SDOT,SDOT,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:49:57+00:00,1020,SB VMAR Lv1,candidate_subscribe,$SymStatus SDOT SSR:Y TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,VMAR,VMAR,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:49:57+00:00,1459,SB VMAR Lv1,candidate_subscribe,$SymStatus VMAR SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""P""}",,2026-07-08T19:50:04+00:00,475,GET SHORTINFO VMAR,candidate_static_query,$SymStatus TVRD TA:P
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""P""}",,2026-07-08T19:50:04+00:00,476,GET SHORTINFO VMAR,candidate_static_query,$SymStatus TVRD TA:P
das_cmdapi_live_20260708T193719Z,2026-07-08,BBLG,BBLG,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:50:08+00:00,21,GET LDLU VMAR,candidate_static_query,$SymStatus BBLG SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,VMAR,VMAR,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:50:10+00:00,122,GET SymStatus VMAR,candidate_static_query,$SymStatus VMAR SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:50:18+00:00,193,SB VMAR Lv2,candidate_subscribe,$SymStatus ZCMD SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,SDOT,SDOT,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:50:24+00:00,6,UNSB VMAR DAYCHART,candidate_chart_query,$SymStatus SDOT SSR:Y TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,VTAK,VTAK,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T"", ""TAT"": ""10:19:02""}",,2026-07-08T19:50:38+00:00,26,GET SymStatus VTAK,candidate_static_query,$SymStatus VTAK SSR:Y TA:T TAT:10:19:02
das_cmdapi_live_20260708T193719Z,2026-07-08,LHAI,LHAI,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:51:09+00:00,92,GET LDLU SRXH,candidate_static_query,$SymStatus LHAI SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,SRXH,SRXH,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T"", ""TAT"": ""14:20:00""}",,2026-07-08T19:51:11+00:00,55,GET SymStatus SRXH,candidate_static_query,$SymStatus SRXH SSR:Y TA:T TAT:14:20:00
das_cmdapi_live_20260708T193719Z,2026-07-08,SDOT,SDOT,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:52:08+00:00,27,SUBSCRIPTION_STREAM,streaming,$SymStatus SDOT SSR:Y TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,SRXH,SRXH,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:52:08+00:00,50,SUBSCRIPTION_STREAM,streaming,$SymStatus SRXH SSR:Y TA:T
